EXPERIENCE,BP
/=-z+f]j MANDATORY_INCLUDE 1,/=-z+f]j PROGRAMMING 6,/=-z+f]j PYTHON 5,/=-z+f]j WORK_EXPERIENCE 5,/=-z+f]j FRONTEND 5,Software Development Assistant | Apex Snow Academy,Apr. 2024 - Aug. 2024,"Implemented the company's website using Wix Studio, Javascript, and CSS, attracted 200+ customer enrollments","Single-handedly built the backend of the student-matching system that prompts students with avalilability and automatically generate instructors' timetable using Python and TensorFlow, achieved a 20% increase in lesson hours and 13% reduction in scheduling overflow"
/=-z+f]j PROGRAMMING 6,/=-z+f]j PYTHON 7,/=-z+f]j MACHINE_LEARNING 4,/=-z+f]j WORK_EXPERIENCE 4,/=-z+f]j MANDATORY_INCLUDE 1,Software Development Intern | Akare Tech,Mar. 2023 - Aug. 2023,Developed a car-recognition and 3D scene reconstruction software to streamline security tasks using C# and Python,"Single-handedly developed a 3D scene visualizer for the reconstruction model with Unity, incorporating features such as auto scene switch by activity and black-list vehicle alert","Designed and trained the car recognition model, a CNN built with Python, reaching an overall test set accuracy of 93%"
/=-z+f]j MECHANICAL_ENGINEERING 5,/=-z+f]j TIME_MANAGEMENT 4,/=-z+f]j PROBLEM_SOLVING 4,/=-z+f]j ENTREPRENEURSHIP 5,Founder & Owner | RH Print Farm,Jan. 2022 - Aug. 2024,"Launched a small business providing 3d modelling, slicing, and printing services on a variety of platforms, generating over $10K in revenue over two and a half years",Managed a fleet of accounts on Kijiji and Facebook Marketplace to acquire customers,"Organized three 3D-printers to deliver a variety of customer demands, maintaining an on-time delivery rate of over 90%"
/=-z+f]j COMMUNICATION 6,/=-z+f]j WORK_EXPERIENCE 3,/=-z+f]j MATH 4,Course Instructor | Triway Education,Jun. 2023 - Aug. 2024,Led multiple courses in mathematics and physics over the course of two years,"Delivered a range of curriculum with various methods and approaches, organized 5 lab demos and numerous asychronous learning materials to best convey a wide range of knowledges.",Maintained an overall student dropout rate of 9.5% and a students' final assessment average of 90+
