EDUCATION,BP
/=-z+f]j MANDATORY_INCLUDE 1,/=-z+f]j EDUCATION 10,University of Waterloo | BCS Honours Computer Science,2024 - 2029,Recipient of the Alumni scholarship and the Presidential Scholarship of Distinction
